id,director,actors
30072,['Neil LaBute'],['Gwyneth Paltrow']
9357,['Mark Romanek'],['Robin Williams']
12771,['Reginald Hudlin'],['Matthew Perry']
9296,['Andrew Niccol'],['Al Pacino']
15070,['Walter Hill'],['Wesley Snipes']
26942,['Julie Davis'],['Julie Davis']
206042,['Mark Medoff'],['Sheryl Lee']
26895,['Ryosuke Hashiguchi'],['Reiko Kataoka']
60608,['Anne Fontaine'],['Michel Bouquet']
146231,['Monteith McCollum'],[]
97447,['Raja Amari'],['Hiam Abbass']
11243,['Arna Selznick'],['Mickey Rooney']
19975,['Dale Schott'],['Hadley Kay']
10323,['Desmond Davis'],['Laurence Olivier']
9595,['Jim Abrahams'],['Charlie Sheen']
28319,['Umberto Lenzi'],['Hugo Stiglitz']
46878,['Irwin Allen'],['Michael Caine']
24750,['Nicholas Meyer'],['Malcolm McDowell']
31393,['Boris Petroff'],['John Carradine']
24038,['Robert Englund'],['Stephen Geoffreys']
79783,['Deepa Mehta'],['Jessica Tandy']
9941,['Paul Mazursky'],['Nick Nolte']
18639,['Don Siegel'],['Elvis Presley']
39833,['Robert D. Webb'],['Richard Egan']
32858,['Lew Landers'],['Bela Lugosi']
3127,['Terence Fisher'],['Peter Cushing']
10859,['John Badham'],['Richard Dreyfuss']
32825,['Philip Dunne'],['Elvis Presley']
10725,['Michael Wadleigh'],['Albert Finney']
9544,['William Malone'],['Stephen Dorff']
23967,['Melanie Mayron'],['Piper Perabo']
57351,"['Ben Ramsey', 'Kantz']","[""Anthony 'Treach' Criss""]"
26165,['Vicente Aranda'],['Pilar López de Ayala']
31514,['René Clair'],['Henri Marchand']
13571,['Herbert Ross'],['John Cusack']
26056,['Rich Murray'],['Samuel Jones III']
13536,['Michael Caton-Jones'],['Robert De Niro']
20616,['John Polson'],['Jesse Bradford']
96218,['Ruedi Gerber'],['Chelsea Altman']
79319,['John Hough'],['John Cassavetes']
16806,['Amy Heckerling'],['Michael Keaton']
15516,['Wes Craven'],['Sandra Peabody']
9299,['Alejandro Amenábar'],['Ana Torrent']
113369,['Patricio Guzmán'],[]
10611,['Tim Story'],['Ice Cube']
12770,['Bruce McCulloch'],['Jason Lee']
4108,"['Louis Leterrier', 'Corey Yuen Kwai']",['Jason Statham']
55903,['Claude Miller'],['Sandrine Kiberlain']
46466,['Diane Kurys'],['Juliette Binoche']
9685,['Burr Steers'],['Kieran Culkin']
87481,['Zhang Yang'],['Jia Hongsheng']
16370,['Patrick Hasburgh '],['Paul Gross']
18913,['Alan Alda'],['Alan Alda']
14361,['Thom Eberhardt'],['Kurt Russell']
41021,['Jean Yarbrough'],['Bela Lugosi']
18943,['John R. Cherry III'],['Jim Varney']
32685,['John R. Cherry III'],['Jim Varney']
64079,['John Frankenheimer'],['Burt Lancaster']
18477,['Wes Craven'],['Tamara Stafford']
12262,['Wes Craven'],['Martin Speer']
33506,['Mike Binder'],['Bill Paxton']
29515,['Michael Campus'],['Max Julien']
41582,['Franco Amurri'],['Thora Birch']
50382,['Bob Dahlin'],['Claude Akins']
42633,['Jack Smight'],['Rod Steiger']
26680,['Ken Wiederhorn'],['Peter Cushing']
34086,['Patrick Read Johnson'],['Ariana Richards']
11504,['Burt Kennedy'],['Hulk Hogan']
23470,['Neal Israel'],['Rob Schneider']
977,['F.W. Murnau'],['Matahi']
233,['Philip Kaufman'],['Ken Wahl']
19049,['Clarence Brown'],['Gregory Peck']
5506,['Alexander Mackendrick'],['Alec Guinness']
32961,['Charles Crichton'],['Alec Guinness']
32568,['Alexander Mackendrick'],['Alec Guinness']
29698,['Lynne Ramsay'],['William Eadie']
22244,['Brian Yuzna'],['Billy Warlock']
19460,['Juan José Campanella'],['Ricardo Darín']
575,['Oliver Hirschbiegel'],['Moritz Bleibtreu']
10550,['Wych Kaosayananda'],['Antonio Banderas']
9034,['Bob Dolman'],['Goldie Hawn']
9093,['Shekhar Kapur'],['Heath Ledger']
9039,['Luis Mandoki'],['Charlize Theron']
1958,['François Ozon'],['Catherine Deneuve']
23550,['Ferzan Ozpetek'],['Margherita Buy']
68569,['Werner Herzog'],['Tim Roth']
318535,[],['Neil Patrick Harris']
11013,['Steven Shainberg'],['James Spader']
129,['Hayao Miyazaki'],['Rumi Hiiragi']
54714,['Eugene Jarecki'],[]
11529,['Andy Tennant'],['Reese Witherspoon']
10771,['Kevin Donovan'],['Jackie Chan']
38951,[],['Heather Beers']
55018,['Eriq La Salle'],['Michael Beach']
44635,['Fisher Stevens'],['Ron Eldard']
31005,['Brad Silberling'],['Jake Gyllenhaal']
72308,['Dana Janklowicz-Mann'],['Martin Landau']
50123,['Chris Eyre'],['Graham Greene']
2110,['Gérard Krawczyk'],['Jean Reno']
15173,"['Phil Vischer', 'Mike Nawrocki']",['Phil Vischer']
9533,['Brett Ratner'],['Anthony Hopkins']
38866,['Edoardo Ponti'],['Sophia Loren']
4107,['Paul Greengrass'],['James Nesbitt']
10575,['Tom Tykwer'],['Cate Blanchett']
47500,['John C. Walsh'],['Mary-Louise Parker']
15720,['George Hickenlooper'],['Andy García']
9260,"['Anthony Russo', 'Joe Russo']",['William H. Macy']
21828,['John Duigan'],['Noah Taylor']
1682,['Ishirô Honda'],['Akira Takarada']
39462,['Ishirô Honda'],['Tomonori Yazaki']
18983,"['Ishirô Honda', 'Terry O. Morse']",['Raymond Burr']
41971,['Alan Rudolph'],['Keith Carradine']
33831,['Harold Becker'],['John Savage']
24348,['Godfrey Reggio'],[]
19140,['Sam Wood'],['Gary Cooper']
82545,['Peter Bogdanovich'],['Jeff Bridges']
37606,['Miloš Forman'],['Colin Firth']
34600,['John R. Cherry III'],['Jim Varney']
39128,['John R. Cherry III'],['Jim Varney']
11868,['Terence Fisher'],['Peter Cushing']
12921,"['Rick Moranis', 'Dave Thomas']",['Dave Thomas']
19953,['Arthur Lubin'],['Don Knotts']
53049,['Nicole Conn'],['Trisha Todd']
10772,['Sergio Corbucci'],['Franco Nero']
77079,['Nello Rossati'],['Franco Nero']
74899,['Ed Bianchi'],['Lauren Bacall']
120694,['Henry Jaglom'],['Anouk Aimée']
12719,['Franco Amurri'],['Dennis Hopper']
25001,['Sidney Poitier'],['Gene Wilder']
43438,['Anthony Pelissier'],['Valerie Hobson']
3092,['Bryan Forbes'],['Kim Stanley']
4989,['Buzz Kulik'],['Burt Reynolds']
15313,['David Steinberg'],['Dave Foley']
12590,['David Twohy'],['Matthew Davis']
37964,['Rick Famuyiwa'],['Sanaa Lathan']
7501,"['Brian Koppelman', 'David Levien']",['Barry Pepper']
1809,['Roger Avary'],['James Van Der Beek']
13768,['Jay Russell'],['Alexis Bledel']
10994,['Peter Kosminsky'],['Alison Lohman']
1430,['Michael Moore'],['Michael Moore']
19973,['Christian Charles'],['Jerry Seinfeld']
40815,['Philippe de Broca'],['Daniel Auteuil']
12600,"['Kunihiko Yuyama', 'Jim Malone']",['Veronica Taylor']
8051,['Paul Thomas Anderson'],['Adam Sandler']
70443,['Bertrand Tavernier'],['Jacques Gamblin']
12779,['Guy Ritchie'],['Madonna']
146269,['Catherine Jelski'],['Devon Gummersall']
15992,['Stephen Gaghan'],['Katie Holmes']
1613,['Ronny Yu'],['Samuel L. Jackson']
565,['Gore Verbinski'],['Naomi Watts']
14112,['Paul Schrader'],['Greg Kinnear']
41324,['Estela Bravo'],[]
15192,['Tim Blake Nelson'],['David Arquette']
49872,['Gary J. Tunnicliffe'],['Howie Mandel']
21925,['Godfrey Reggio'],[]
30309,['Patricia Cardoso'],['America Ferrera']
16646,['Alexander Sokurov'],['Sergei Dreiden']
37288,['Jeong Jae-eun'],['Yu-won Lee']
20861,['Hilary Birmingham'],['Glenn Fitzgerald']
12647,['Robert Benton'],['Dustin Hoffman']
12477,['Isao Takahata'],['Tsutomu Tatsumi']
10285,['Adam Marcus'],['Kane Hodder']
19403,['Michael Winner'],['Charles Bronson']
11009,['John Badham'],['John Travolta']
10805,['Sylvester Stallone'],['John Travolta']
40064,['Peter Sykes'],['Richard Widmark']
17496,['James Bridges'],['John Travolta']
40969,['Roger Spottiswoode'],['Jamie Lee Curtis']
76411,['Allan Moyle'],['Tim Curry']
5917,['William Wiard'],['Steve McQueen']
31278,['Alberto De Martino'],['Walter George Alton']
33670,['Robert Downey Sr.'],['Ralph Macchio']
47942,['James Goldstone'],['Paul Newman']
33076,['Gary Weis'],['Dudley Moore']
44932,['Greydon Clark'],['Jack Palance']
15668,['Robert Greenwald'],['Olivia Newton-John']
30709,['Robert Aldrich'],['Peter Falk']
19429,['Sydney Pollack'],['Paul Newman']
140413,['Jean Claude Tramont'],['Gene Hackman']
21294,['Charles Jarrott'],['John Savage']
11340,['Steno'],['Bud Spencer']
42142,['Margarethe von Trotta'],['Jutta Lampe']
11644,['Brian De Palma'],['John Travolta']
33721,['James L. Conway'],['Rebecca Balding']
36133,['Billy Wilder'],['Jack Lemmon']
24124,['Tony Maylam'],['Brian Matthews']
34697,['Matt Cimber'],['Stacy Keach']
8691,['Umberto Lenzi'],['Giovanni Lombardo Radice']
53922,['Michael Schultz'],['Denzel Washington']
66592,['Clive Donner'],['Peter Ustinov']
6399,['Sergio Corbucci'],['Bud Spencer']
25773,['Jeremy Kagan'],['Robby Benson']
19123,['Francis Veber'],['Pierre Richard']
26560,['Michael Apted'],['John Belushi']
36220,['Bruce Kimmel'],['Cindy Williams']
225,['Andrzej Wajda'],['Jerzy Radziwiłowicz']
24274,['Gary Sherman'],['James Farentino']
33016,['Wes Craven'],['Maren Jensen']
26444,['Peter R. Hunt'],['Charles Bronson']
19114,['Franco Zeffirelli'],['Brooke Shields']
17205,['Menahem Golan'],['Franco Nero']
24740,['Sidney J. Furie'],['Barbara Hershey']
10863,['Richard Marquand'],['Donald Sutherland']
31679,['Peter Yates'],['William Hurt']
15900,['John Alan Schwartz'],['Michael Carr']
12237,['John Alan Schwartz'],['Michael Carr']
15901,['John Alan Schwartz'],['Michael Carr']
15902,['John Alan Schwartz'],['James B. Schwartz']
15904,['John Alan Schwartz'],['Samuel Berkowitz']
97251,['John Alan Schwartz'],[]
12579,['François Truffaut'],['Gérard Depardieu']
85058,['Ronald Neame'],['Walter Matthau']
23668,['Daniel Petrie'],['Paul Newman']
70971,['Arthur Penn'],['Craig Wasson']
25113,['Alan Alda'],['Alan Alda']
28893,['Bruce D. Clark'],['Edward Albert']
11646,['Peter Weir'],['Mel Gibson']
5062,['Claude Miller'],['Lino Ventura']
24634,['John Irvin'],['Fred Astaire']
75963,['Jeremy Joe Kronsberg'],['Tony Danza']
16124,['Geoff Murphy'],['Tony Barry']
21764,['Bill Forsyth'],['John Gordon Sinclair']
22435,['Hans Iveberg'],['Kim Anderzon']
42149,['Oliver Stone'],['Michael Caine']
37936,['J. Lee Thompson'],['Melissa Sue Anderson']
73247,['Allan Arkush'],['Andy Kaufman']
38255,[],[]
46364,['Norman J. Warren'],['Robin Clarke']
27016,['Lou Adler'],['Diane Lane']
35685,['Just Jaeckin'],['Sylvia Kristel']
38665,['William A. Fraker'],['Christopher Lloyd']
265,['Rainer Werner Fassbinder'],['Hanna Schygulla']
2264,['Rainer Werner Fassbinder'],['Barbara Sukowa']
21874,['Michael Crichton'],['Albert Finney']
41394,"['Phil Monroe', 'Gerry Chiniquy', 'Friz Freleng']",['Mel Blanc']
47957,['Joe Giannone'],['Gaylen Ross']
31407,['Stanisław Bareja'],['Stanislaw Tym']
16471,['Ken Shapiro'],['Chevy Chase']
63443,['Albert Brooks'],['Albert Brooks']
22171,['Abel Ferrara'],['Zoë Lund']
39874,['George Mihalka'],['Paul Kelman']
25468,['Louis Malle'],['Wallace Shawn']
19507,['John G. Avildsen'],['John Belushi']
29072,['Joel M. Reed'],['Jamie Gillis']
75596,['Ronald F. Maxwell'],['Kristy McNichol']
42146,['Glenn A. Jordan'],['Marsha Mason']
17450,['Herbert Ross'],['Steve Martin']
47886,['Juan Piquer Simón'],['Christopher George']
31646,['James Cameron'],"[""Tricia O'Neil""]"
14269,['John Waters'],['Divine']
41280,['Alan Myerson'],['Sylvia Kristel']
1672,['Georges Lautner'],['Jean-Paul Belmondo']
35935,"['Kirby Dick', 'Amy Ziering']",['Jacques Derrida']
9645,['Steve Beck'],['Gabriel Byrne']
9012,['Jeff Tremaine'],['Johnny Knoxville']
13098,['Charles Stone III'],['Wood Harris']
13440,['Jonathan Demme'],['Mark Wahlberg']
12454,['Mike Leigh'],['James Corden']
31668,['Stefan Ruzowitzky'],['Matt LeBlanc']
41645,['Ventura Pons'],['Juliet Stevenson']
1360,['Julie Taymor'],['Salma Hayek']
13441,['Dylan Kidd'],['Campbell Scott']
45767,['Rich Christiano'],['D. David Morin']
14626,['Claire Denis'],['Denis Lavant']
48155,['Robert Aldrich'],['Jack Palance']
12208,"['John Huston', 'Robert Parrish', 'Val Guest', 'Joseph McGrath', 'Ken Hughes']",['David Niven']
11905,['Neil Jordan'],['Sarah Patterson']
39497,['Jeff Daniels'],['Jeff Daniels']
1941,['Otto Preminger'],['Paul Newman']
26685,['Richard Quine'],['Jack Lemmon']
31918,['Norman Jewison'],['Carl Reiner']
19662,['George Roy Hill'],['Peter Sellers']
8427,['Betty Thomas'],['Eddie Murphy']
9021,['Michael Lembeck'],['Tim Allen']
277415,['Holly Hardman'],[]
28988,['Samira Makhmalbaf'],['Said Mohamadi']
52735,['Peter Mattei'],['Vera Farmiga']
13526,['Kathryn Bigelow'],['Sean Penn']
9280,['Brian De Palma'],['Rebecca Romijn']
65,['Curtis Hanson'],['Eminem']
117520,['Nils Tavernier'],[]
10712,['Todd Haynes'],['Julianne Moore']
27204,['Pascale Bailly '],['Audrey Tautou']
152023,['Tom Rice'],['Liam Aiken']
10167,['Don Michael Paul'],['Steven Seagal']
672,['Chris Columbus'],['Daniel Radcliffe']
16351,['Atom Egoyan'],['Simon Abkarian']
542,['Carlos Carrera'],['Gael García Bernal']
36584,['Neil Burger'],['Dylan Haggerty']
30192,['Paul Justman'],"[""Richard 'Pistol' Allen""]"
33251,['Lee Jeong-hyang'],['Eul-boon Kim']
25466,['Álex de la Iglesia'],['Antonio Resines']
50677,['Robert Harmon'],['John Travolta']
2165,['Kari Skogland'],['Wesley Snipes']
25037,"['Michael Powell', 'Emeric Pressburger']",['Roger Livesey']
11617,['John Ford'],['John Wayne']
24909,['Danny Cannon'],['Harvey Keitel']
81530,['Steven Vidler'],['Simon Lyndon']
34341,['Paul Gross'],['Paul Gross']
18993,['Cy Endfield'],['Michael Craig']
53000,['Laurence Malkin'],['Skeet Ulrich']
29229,['Bill Corcoran'],['Kirk Cameron']
11880,['Neil Marshall'],['Sean Pertwee']
63435,['James Toback'],['Harvey Keitel']
80849,['Kjell Grede'],['Stellan Skarsgård']
1377,['Melville Shavelson'],['Cary Grant']
11629,['Olaf Ittenbach'],['Michael Carr']
2528,['Claude Chabrol'],['Isabelle Huppert']
12716,['Yves Robert'],['Julien Ciamaca']
12717,['Yves Robert'],['Julien Ciamaca']
13888,['William A. Graham'],['Milla Jovovich']
48524,['Bertrand Blier'],['Gérard Depardieu']
10750,"['Daniel Petrie, Jr.']",['Sean Astin']
44247,['Joseph Zito'],['Vicky Dawson']
45226,['Roger Spottiswoode'],['Robert Duvall']
96966,['Jack Fisk'],['Sissy Spacek']
25566,['Miloš Forman'],['James Cagney']
109962,['George Cukor'],['Jacqueline Bisset']
13386,['Massimo Troisi'],['Massimo Troisi']
43089,['Richard Franklin'],['Stacy Keach']
47888,['Alan J. Pakula'],['Jane Fonda']
20472,['Howard R. Cohen'],['Richard Benjamin']
9538,['David Cronenberg'],['Stephen Lack']
14664,['Burt Reynolds'],['Burt Reynolds']
27997,['Jim Sharman'],['Jessica Harper']
49934,['Emir Kusturica'],['Slavko Štimac']
84735,['Andrew Bergman'],"[""Ryan O'Neal""]"
9317,['Jean Girault'],['Louis de Funès']
12528,['Walter Hill'],['Keith Carradine']
47890,['Franklin J. Schaffner'],['Lesley-Anne Down']
69014,['Marco Ferreri'],['Ben Gazzara']
21515,"['Michael Ritchie', 'Mickey Rose']",['Kristen Riter']
42371,['Gus Trikonis'],['Barbara Hershey']
26325,['John Derek'],['Bo Derek']
69169,['Bob Brooks'],['Bruce Dern']
31921,['Peter Bogdanovich'],['Audrey Hepburn']
11524,['Michael Mann'],['James Caan']
109264,"['Andrew Solt', 'Malcolm Leo']",['Elvis Presley']
32077,['Ulu Grosbard'],['Robert De Niro']
326890,['Tim McCann'],['Michael Risley']
277724,['Frank Novak'],['Al Schuermann']
36669,['Lee Tamahori'],['Pierce Brosnan']
17187,['Michael Hoffman'],['Kevin Kline']
10426,['Marcus Raboy'],['Ice Cube']
32625,['Rebecca Miller'],['Kyra Sedgwick']
8198,['Phillip Noyce'],['Michael Caine']
204372,['Verónica Chen'],['Cecilia Bengolea']
64,['Pedro Almodóvar'],['Leonor Watling']
13376,['Seth Kearsley'],['Adam Sandler']
15074,['Christian Duguay'],['Devon Sawa']
2103,['Steven Soderbergh'],['George Clooney']
9016,"['Ron Clements', 'John Musker']",['Joseph Gordon-Levitt']
16028,['Robert Harmon'],['Laura Regan']
27070,['Dan Hoskins'],['Jamie Rose']
5261,['Gregor Schnitzler'],['Til Schweiger']
15514,['Ruud van Hemert'],['Angela Schijf']
23303,['Maurice Phillips'],['Richard Pryor']
20992,['Aleksey Balabanov'],['Sergei Bodrov Jr.']
66091,['Eldar Ryazanov'],['Larisa Guzeeva']
6007,['Petter Næss'],['Per Christian Ellefsen']
25239,['Meir Zarchi'],['Camille Keaton']
42453,['Robert Stevenson'],['Donald Sinden']
25284,['John Dahl'],['Linda Fiorentino']
125337,['Terry Marcel'],['Joan Severance']
7011,['Roland Emmerich'],['Joshua Morrell']
35612,['Allan Moyle'],['Liane Balaban']
10880,['Roland Emmerich'],['Richy Müller']
13945,['Albert Pyun'],['Lee Horsley']
14433,['Cy Endfield'],['Stanley Baker']
9932,['Harold Ramis'],['Robert De Niro']
13369,['Franc. Reyes'],['John Leguizamo']
2757,['Spike Jonze'],['Nicolas Cage']
7299,['Kurt Wimmer'],['Christian Bale']
78022,['Gao Xiaosong'],['Wu Chun']
279784,[],[]
32273,['Bertrand Tavernier'],['Maria Pitarresi']
26356,['Pier Paolo Pasolini'],['Maria Callas']
23990,['Asia Argento'],['Asia Argento']
4241,['Takashi Miike'],"[""Ken'ichi Endô""]"
37335,['Claude Lelouch'],['Robert Hossein']
34113,['Derek Burbidge'],['Belinda Carlisle']
22257,['Juliusz Machulski'],['Jan Machulski']
35343,['Jonas Cornell'],['Gösta Ekman']
30142,['Errol Morris'],['Albert Bitterling']
17360,['John Huston'],['Michael Caine']
31695,['John Badham'],['Richard Dreyfuss']
76397,['Luis Valdez'],['Edward James Olmos']
40952,['Jack Sholder'],['Jack Palance']
38849,['Aaron Lipstadt'],['Klaus Kinski']
71524,['Gérard Oury'],['Jean-Paul Belmondo']
43279,['Tim Burstall'],['John Phillip Law']
29743,"['Franco Castellano', 'Giuseppe Moccia']",['Diego Abatantuono']
41760,['Arthur Hiller'],['Al Pacino']
31665,['Fred Schepisi'],['Willie Nelson']
40219,['Philippe Mora'],['Ronny Cox']
45840,['Norman Jewison'],['Burt Reynolds']
16363,['Colin Higgins'],['Burt Reynolds']
22023,['Tony Richardson'],['Jack Nicholson']
171,['Claude Pinoteau'],['Claude Brasseur']
73116,['Richard Loncraine'],['Sting']
26639,['Lindsay Anderson'],['Graham Crowden']
42124,['Les Blank'],['Werner Herzog']
25297,['David S. Ward'],['Nick Nolte']
39274,['John Frankenheimer'],['Scott Glenn']
11564,['Mark L. Lester'],['Perry King']
67772,['Robert Altman'],['Cher']
4202,['Andrzej Wajda'],['Gérard Depardieu']
17590,['Sidney Lumet'],['Michael Caine']
20787,['Çetin Inanç'],['Cüneyt Arkın']
28940,['Paul Bartel'],['Paul Bartel']
13497,['Charles Stone III'],['Nick Cannon']
11852,['Tom Brady'],['Rob Schneider']
7303,['Wayne Wang'],['Jennifer Lopez']
201,['Stuart Baird'],['Patrick Stewart']
2755,['Alexander Payne'],['Jack Nicholson']
33504,['Achero Mañas'],['Juan José Ballesta']
21868,['Bruce Beresford'],['Pierce Brosnan']
65684,['Jim Simpson'],['Sigourney Weaver']
10856,['Juan Carlos Fresnadillo'],['Leonardo Sbaraglia']
99826,['Frank Whaley'],['Frank Whaley']
18602,['Lynne Ramsay'],['Samantha Morton']
121,['Peter Jackson'],['Elijah Wood']
25838,['Jiang Wen'],['Jiang Wen']
1429,['Spike Lee'],['Edward Norton']
13435,['Denzel Washington'],['Derek Luke']
3131,['Martin Scorsese'],['Leonardo DiCaprio']
2642,['Marc Lawrence'],['Sandra Bullock']
14317,"['Cathy Malkasian', 'Jeff McGrath']",['Lacey Chabert']
11022,['Joe Carnahan'],['Jason Patric']
24249,['Curtis Hanson'],['Rob Lowe']
9491,['Kathryn Bigelow'],['Jamie Lee Curtis']
2149,['Uli Edel'],['Madonna']
20139,['William Wyler'],['Audrey Hepburn']
32074,['Nicholas Meyer'],['Gene Hackman']
19067,['Ridley Scott'],['Keith Carradine']
53712,['Gerd Oswald'],['Robert Wagner']
25848,['Henry Hathaway'],['John Wayne']
14931,['George Armitage'],['Alec Baldwin']
11317,['Howard Zieff'],['Dan Aykroyd']
4032,['Howard Zieff'],['Anna Chlumsky']
8392,['Hayao Miyazaki'],['Noriko Hidaka']
31804,['Norman Panama'],['Bing Crosby']
81048,['Josh Becker'],['Bruce Campbell']
12232,"['Alexander Korda', 'William Cameron Menzies', 'Zoltan Korda', 'Michael Powell', 'Ludwig Berger', 'Tim Whelan']",['Conrad Veidt']
11706,['King Vidor'],['Audrey Hepburn']
61265,['Charles Finch'],['Dylan McDermott']
42569,['Carl Reiner'],['George Segal']
25720,['Simon Langton'],['Michael Caine']
26946,['Roger Corman'],['Richard Garland']
16938,['Bob Clark'],['Olivia Hussey']
21143,"['Steve Sekely', 'Freddie Francis']",['Howard Keel']
61578,['Arnaud Desplechin'],['Summer Phoenix']
20424,['William Cameron Menzies'],['Jimmy Hunt']
4561,['Just Jaeckin'],['Corinne Cléry']
4435,['Santosh Sivan'],['Shah Rukh Khan']
16993,['John Huston'],['Stacy Keach']
18002,"['Dominic Anciano', 'Ray Burdis']",['Jonny Lee Miller']
21332,['Thomas Michael Donnelly'],['Kevin Bacon']
640,['Steven Spielberg'],['Leonardo DiCaprio']
10599,['Roberto Benigni'],['Roberto Benigni']
1574,['Rob Marshall'],['Catherine Zeta-Jones']
590,['Stephen Daldry'],['Nicole Kidman']
13560,['Menno Meyjes'],['John Cusack']
29339,['Douglas McGrath'],['Charlie Hunnam']
423,['Roman Polanski'],['Adrien Brody']
28028,['Nicolas Cage'],['James Franco']
41084,['Richard Whorf'],['Ronald Colman']
18773,['Avi Nesher'],['Drew Barrymore']
16225,"['Michael Coldewey', 'Michel Lemire']",['Michael Ironside']
28679,['Ruggero Deodato'],['David Hess']
262,['Martin Scorsese'],['Robert De Niro']
15395,['Todd Louiso'],['Philip Seymour Hoffman']
4912,['George Clooney'],['Sam Rockwell']
107693,['Manoel de Oliveira'],['Leonor Silveira']
23626,['C. B. Harding'],['Jeff Foxworthy']
12090,['Shawn Levy'],['Ashton Kutcher']
44233,['Steve Guttenberg'],['Steve Guttenberg']
35172,"['Luc Dardenne', 'Jean-Pierre Dardenne']",['Olivier Gourmet']
36273,['Takashi Miike'],['Teah']
14390,['Tom DiCillo'],['Denis Leary']
41209,['David Anspaugh'],['Mira Sorvino']
9582,['Chris Koch'],['Jason Lee']
10628,['David McNally'],"[""Jerry O'Connell""]"
11078,['Dennis Dugan'],['Martin Lawrence']
77633,['Feng Xiaogang'],['Ge You']
598,"['Fernando Meirelles', 'Kátia Lund']",['Alexandre Rodrigues']
99885,[],[]
15842,['Ole Christian Madsen'],['Stine Stengade']
24711,['Steven Schachter'],['Christopher Reeve']
43886,['George Stevens'],['Katharine Hepburn']
11222,['Wim Wenders'],['Dennis Hopper']
13199,['Edward James Olmos'],['Edward James Olmos']
8073,['Jean-Luc Godard'],['Anna Karina']
26393,['Robert Greenwald'],['Russell Crowe']
15278,['Tamra Davis'],['Chris Rock']
1484,['Romuald Karmakar'],['Götz George']
14667,['Nancy Savoca'],['River Phoenix']
47263,['John Rich'],['Elvis Presley']
18692,['Richard Thorpe'],['Elvis Presley']
15734,['Norman Taurog'],['Elvis Presley']
34148,['Douglas Sirk'],['Lana Turner']
20813,['George Roy Hill'],['Laurence Olivier']
53027,['Jonathan Wacks'],['Ethan Hawke']
18894,['Michael D. Moore'],['Elvis Presley']
26252,['Julien Duvivier'],['Jean Gabin']
24742,['David Greenwalt'],['C. Thomas Howell']
19415,['Randal Kleiser'],['Peter Gallagher']
41927,['Jon Amiel'],['Barbara Hershey']
5968,['Gene Wilder'],['Gene Wilder']
10727,['Jonathan Liebesman'],['Chaney Kley']
9045,['Costa-Gavras'],['Ulrich Tukur']
9082,"['André Heller', 'Othmar Schmiderer']",['Traudl Junge']
92348,['Martina Kudlácek'],['Maya Deren']
80965,['Nico Mastorakis'],['Joseph Bottoms']
14469,['Julien Temple'],['Mickey Rourke']
55909,['John Berry'],['Diahann Carroll']
20663,['John Cromwell'],['Humphrey Bogart']
31916,['Mervyn LeRoy'],['Spencer Tracy']
61807,['John Madden'],['Liam Neeson']
20639,['Vincent McEveety'],['Ed Asner']
7514,['Perry Henzell'],['Jimmy Cliff']
42645,['Norman Tokar'],['Lloyd Bochner']
29463,['Michael Schultz'],['Blair Underwood']
42795,['James Neilson'],['Hayley Mills']
39349,['Leon Ichaso'],['Wesley Snipes']
44164,['Coline Serreau'],['Vincent Lindon']
12253,['Reggie Rock Bythewood'],['Laurence Fishburne']
9358,['David R. Ellis'],['Ali Larter']
1647,['Roger Donaldson'],['Al Pacino']
9027,['Daisy von Scherler Mayer'],['Jimi Mistry']
125945,['Amos Gitai'],['Andrei Kashkar']
21189,"['Keith Fulton', 'Louis Pepe']",['Terry Gilliam']
10894,['Lucky McKee'],['Angela Bettis']
28528,['Mark Robson'],['Humphrey Bogart']
34783,['John Boulting'],['Peter Sellers']
34374,['Bob Clark'],['Christopher Plummer']
12490,"[""Thaddeus O'Sullivan""]",['Kevin Spacey']
26761,['Raoul Walsh'],['Teresa Wright']
35185,['Basil Dearden'],['Virginia McKenna']
15802,['Ryû Murakami'],['Miho Nikaido']
39948,['Robert Day'],['Peter Sellers']
8286,['Claude Chabrol'],['Stéphane Audran']
43028,['Basil Dearden'],['Dirk Bogarde']
65300,['Alan Rudolph'],['Robert Urich']
24129,['Hans Alfredson'],['Stellan Skarsgård']
4628,['Jeannot Szwarc'],['Martin Sheen']
4193,['Guy Hamilton'],['Peter Ustinov']
10724,['Clint Eastwood'],['Clint Eastwood']
89571,['Fred Zinnemann'],['Sean Connery']
32065,['James Fargo'],['Chuck Norris']
11915,"['Tony Aboyantz', 'Jean Girault']",['Louis de Funès']
42136,['Phillip Borsos'],['Richard Farnsworth']
28307,['Wim Wenders'],['Frederic Forrest']
37917,['Clint Eastwood'],['Clint Eastwood']
70011,"['Neil Young', 'Dean Stockwell']",['Neil Young']
37191,['Richard T. Heffron'],['Armand Assante']
210092,['Eric Till'],['Marc Singer']
3028,['Jerry Belson'],['Mark Blankfield']
29224,['Mikael Ekman'],['Gösta Ekman']
81001,['Robert Mulligan'],['Sally Field']
8219,['Pedro Almodóvar'],['Cecilia Roth']
27088,['Boaz Davidson'],['Lawrence Monoson']
10150,"['Jules Bass', 'Arthur Rankin, Jr.']",['Alan Arkin']
20980,['Slava Tsukerman'],['Anne Carlisle']
16407,['Jackie Chan'],['Jackie Chan']
41913,['Arthur Hiller'],['Michael Ontkean']
30875,['Lucio Fulci'],['Christopher Connelly']
29450,['Slobodan Šijan'],['Bogdan Diklić']
27380,['Hal Needham'],['Barry Bostwick']
