adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,director,actors
False,False,1934000,"Fantasy,Drama",13245,tt0285441,en,Atanarjuat,1.135061,"[{'name': 'Igloolik Isuma Productions Inc.', 'id': 5326}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2002-02-01,3786801.0,172.0,"[{'iso_639_1': 'iu', 'name': ''}]",Atanarjuat: The Fast Runner,6.3,21.0,['Zacharias Kunuk'],"['Natar Ungalaaq', 'Sylvia Ivalu', 'Peter-Henry Arnatsiaq']"
False,True,60000000,"Action,Drama,Mystery,Thriller",2501,tt0258463,en,The Bourne Identity,21.040126,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Hypnotic', 'id': 7384}, {'name': 'Kalima Productions GmbH & Co. KG', 'id': 7385}, {'name': 'Stillking Films', 'id': 11345}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",2002-06-14,214034224.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",The Bourne Identity,7.3,3640.0,['Doug Liman'],"['Matt Damon', 'Franka Potente', 'Chris Cooper']"
False,True,84000000,"Mystery,Adventure,Comedy",9637,tt0267913,en,Scooby-Doo,8.592825999999999,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-14,275650703.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Scooby-Doo,5.4,853.0,['Raja Gosnell'],"['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard']"
False,False,115000000,"Drama,Action,History,War",12100,tt0245562,en,Windtalkers,7.455875,"[{'name': 'Lion Rock Productions', 'id': 2812}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-14,77628265.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'nv', 'name': ''}]",Windtalkers,5.8,345.0,['John Woo'],"['Nicolas Cage', 'Adam Beach', 'Peter Stormare']"
False,False,5860000,"Action,Drama,Western",27945,tt0061770,en,Hombre,8.019495,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hombre Productions', 'id': 22064}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-03-21,12000000.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Hombre,7.2,55.0,['Martin Ritt'],"['Paul Newman', 'Fredric March', 'Richard Boone']"
False,False,18000000,"Science Fiction,Thriller",30194,tt0091472,en,The Manhattan Project,4.29831,"[{'name': 'Gladden Entertainment', 'id': 1648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-06-13,3900000.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Manhattan Project,6.1,26.0,['Marshall Brickman'],"['John Lithgow', 'Christopher Collet', 'Cynthia Nixon']"
False,False,1600000,Western,13909,tt0041866,en,She Wore a Yellow Ribbon,7.715087,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1949-10-22,5400000.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",She Wore a Yellow Ribbon,7.1,61.0,['John Ford'],"['John Wayne', 'Joanne Dru', 'John Agar']"
False,True,80000000,"Animation,Family",11544,tt0275847,en,Lilo & Stitch,18.469238,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-21,145771527.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Lilo & Stitch,7.1,1371.0,"['Dean DeBlois', 'Chris Sanders']","['Chris Sanders', 'Daveigh Chase', 'Tia Carrere']"
False,False,102000000,"Action,Thriller,Science Fiction,Mystery",180,tt0181689,en,Minority Report,20.666063,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Tulip Productions', 'id': 766}, {'name': 'Ronald Shusett/Gary Goldman', 'id': 26265}, {'name': 'Digital Image Associates', 'id': 76068}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-20,358372926.0,145.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Minority Report,7.1,2663.0,['Steven Spielberg'],"['Tom Cruise', 'Colin Farrell', 'Samantha Morton']"
False,False,50000000,"Comedy,Romance",2022,tt0280590,en,Mr. Deeds,6.674356,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Happy Madison Productions', 'id': 2608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-28,171269535.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Mr. Deeds,5.6,660.0,['Steven Brill'],"['Adam Sandler', 'Winona Ryder', 'John Turturro']"
False,False,250000,"Comedy,Drama,Romance",50035,tt0258273,en,Lovely & Amazing,2.605409,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-31,4186931.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Lovely & Amazing,6.3,23.0,['Nicole Holofcener'],"['Catherine Keener', 'Brenda Blethyn', 'Emily Mortimer']"
False,True,140000000,"Action,Adventure,Comedy,Science Fiction",608,tt0120912,en,Men in Black II,16.775716,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-03,441818803.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Men in Black II,6.1,3188.0,['Barry Sonnenfeld'],"['Tommy Lee Jones', 'Will Smith', 'Rip Torn']"
False,False,10000000,"Animation,Action,Family",59387,tt0289408,en,The Powerpuff Girls Movie,5.0244589999999985,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Cartoon Network Studios', 'id': 7899}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-03,11411644.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Powerpuff Girls Movie,5.6,49.0,['Craig McCracken'],"['Cathy Cavadini', 'Tara Strong', 'E.G. Daily']"
False,False,60000000,"Adventure,Action,Fantasy",6278,tt0253556,en,Reign of Fire,13.067306,"[{'name': 'The Zanuck Company', 'id': 80}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'World 2000 Entertainment', 'id': 7692}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Tripod Entertainment', 'id': 22902}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-12,43061982.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Reign of Fire,6.0,684.0,['Rob Bowman'],"['Christian Bale', 'Matthew McConaughey', 'Izabella Scorupco']"
False,False,80000000,"Thriller,Crime,Drama",4147,tt0257044,en,Road to Perdition,13.426684,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'The Zanuck Company', 'id': 80}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-12,181001478.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Road to Perdition,7.3,1102.0,['Sam Mendes'],"['Tom Hanks', 'Tyler Hoechlin', 'Jennifer Jason Leigh']"
False,False,19000000,"Drama,Romance",49370,tt0089798,en,Perfect,1.289698,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Delphi III Productions', 'id': 3088}, {'name': 'Pluperfect', 'id': 16686}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-06-07,12918858.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Perfect,3.9,32.0,['James Bridges'],"['John Travolta', 'Jamie Lee Curtis', 'Marilu Henner']"
False,False,100000,"Mystery,Horror,Drama",1842,tt0068837,en,The Legend of Boggy Creek,1.522753,"[{'name': 'P & L', 'id': 15583}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-08-01,22000000.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Legend of Boggy Creek,5.6,19.0,['Charles B. Pierce'],"['Vern Stierman', 'Chuck Pierce Jr.', 'William Stumpp']"
False,True,13000000,"Horror,Thriller",11442,tt0220506,en,Halloween: Resurrection,8.502529,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-01,37664855.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Halloween: Resurrection,4.5,230.0,['Rick Rosenthal'],"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes']"
False,False,100000000,"Drama,History,Thriller",8665,tt0267626,en,K-19: The Widowmaker,7.718723,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'National Geographic Society', 'id': 2471}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Palomar Pictures (II)', 'id': 11371}, {'name': 'First Light Production', 'id': 20344}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-19,35168966.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",K-19: The Widowmaker,6.1,273.0,['Kathryn Bigelow'],"['Harrison Ford', 'Liam Neeson', 'Peter Sarsgaard']"
False,True,120000000,"Family,Adventure,Animation,Comedy",10996,tt0243585,en,Stuart Little 2,9.274909,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-19,169956806.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Stuart Little 2,5.4,632.0,['Rob Minkoff'],"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']"
False,True,63000000,"Comedy,Crime,Science Fiction",818,tt0295178,en,Austin Powers in Goldmember,8.786653,"[{'name': 'New Line Cinema', 'id': 12}, {'name': ""Eric's Boy"", 'id': 595}, {'name': 'Team Todd', 'id': 598}, {'name': 'Moving Pictures', 'id': 15888}, {'name': 'Gratitude International', 'id': 52943}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-07-26,296655431.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Austin Powers in Goldmember,5.9,997.0,['Jay Roach'],"['Mike Myers', 'Beyoncé Knowles', 'Seth Green']"
False,False,40000,Documentary,29047,tt0303353,en,The Kid Stays in the Picture,2.6493,"[{'name': 'Ministry of Propaganda Films', 'id': 73331}, {'name': 'Woodland Pictures LLC', 'id': 73332}, {'name': 'Highway Films', 'id': 73333}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-18,1434436.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Kid Stays in the Picture,7.3,19.0,"['Nanette Burstein', 'Brett Morgen']","['Robert Evans', 'Norma Shearer', 'Ali MacGraw']"
False,False,1900000,"Drama,Comedy",45861,tt0303243,zh,幸福时光,0.653271,[],"[{'iso_3166_1': 'CN', 'name': 'China'}]",2000-12-31,240093.0,102.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Happy Times,6.4,9.0,['Zhang Yimou'],"['Zhao Benshan', 'Dong Jie', 'Dong Li-Fan']"
False,False,150000,"Comedy,Drama,Romance",39141,tt0271219,en,Tadpole,9.203416,"[{'name': 'IFC Productions', 'id': 26468}, {'name': 'InDigEnt (Independent Digital Entertainment)', 'id': 26469}, {'name': 'Miramax', 'id': 53009}, {'name': 'Dolly Hall Productions', 'id': 86089}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-11-01,2891288.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Tadpole,5.5,19.0,['Gary Winick'],"['Aaron Stanford', 'Kate Mara', 'Bebe Neuwirth']"
False,False,9000000,Comedy,8764,tt0088286,en,Top Secret!,5.971241,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-06-08,20458340.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'yi', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Top Secret!,7.0,241.0,"['Jerry Zucker', 'Jim Abrahams', 'David Zucker']","['Val Kilmer', 'Lucy Gutteridge', 'Peter Cushing']"
False,False,72000000,"Drama,Thriller,Science Fiction,Mystery",2675,tt0286106,en,Signs,11.211568,"[{'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Blinding Edge Pictures', 'id': 12236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-02,408247917.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Signs,6.4,1624.0,['M. Night Shyamalan'],"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin']"
False,True,38000000,"Action,Adventure,Family",9488,tt0287717,en,Spy Kids 2: The Island of Lost Dreams,7.1641309999999985,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-07,119723358.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Spy Kids 2: The Island of Lost Dreams,5.3,533.0,['Robert Rodriguez'],"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']"
False,False,8000000,"Drama,Comedy,Romance",9962,tt0279113,en,The Good Girl,4.388338,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Hungry Eye Lowland Pictures B.V.', 'id': 29602}, {'name': 'Flan de Coco Films', 'id': 29603}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-12,16856124.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Good Girl,6.1,183.0,['Miguel Arteta'],"['Jennifer Aniston', 'Jake Gyllenhaal', 'Zooey Deschanel']"
False,False,50000000,"Crime,Drama,Mystery,Thriller",9573,tt0309377,en,Blood Work,5.852263,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-04,26199517.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Blood Work,6.1,210.0,['Clint Eastwood'],"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston']"
False,True,70000000,"Action,Adventure,Thriller",7451,tt0295701,en,xXx,12.722381,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Revolution Studios', 'id': 497}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-09,277448382.0,124.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",xXx,5.8,1454.0,['Rob Cohen'],"['Vin Diesel', 'Asia Argento', 'Samuel L. Jackson']"
False,False,3000000,Comedy,20337,tt0327036,en,Martin Lawrence Live: Runteldat,0.527297,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-01,19184015.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Martin Lawrence Live: Runteldat,5.0,1.0,"['Martin Lawrence', 'David Raynr']",['Martin Lawrence']
False,False,100000000,"Action,Comedy,Science Fiction",11692,tt0180052,en,The Adventures of Pluto Nash,8.903754,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'NPV Entertainment', 'id': 172}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-15,7103973.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Adventures of Pluto Nash,4.4,143.0,['Ron Underwood'],"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson']"
False,True,25000000,Adventure,9266,tt0300532,en,Blue Crush,6.455737999999998,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shutt/Jones Productions', 'id': 65082}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-08,51842679.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Blue Crush,5.6,164.0,['John Stockwell'],"['Kate Bosworth', 'Matthew Davis', 'Michelle Rodriguez']"
False,False,50000,"Drama,Thriller",8653,tt0255589,ko,섬,3.882092,"[{'name': 'Myung Film Company', 'id': 2479}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2000-04-22,21075.0,90.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",The Isle,6.9,60.0,['Kim Ki-duk'],"['Jung Suh', 'Kim Yu-seok', 'Sung-hee Park']"
False,False,25000000,"Drama,Mystery,Romance",30072,tt0256276,en,Possession,4.439325,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Baltimore Spring Creek Productions', 'id': 16061}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-10-02,10113733.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Possession,6.5,54.0,['Neil LaBute'],"['Gwyneth Paltrow', 'Aaron Eckhart', 'Jeremy Northam']"
False,False,12000000,"Horror,Thriller",9357,tt0265459,en,One Hour Photo,10.753445,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Catch 23 Entertainment', 'id': 7053}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-21,52223306.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",One Hour Photo,6.6,444.0,['Mark Romanek'],"['Robin Williams', 'Connie Nielsen', 'Michael Vartan']"
False,False,29000000,"Comedy,Romance",12771,tt0261289,en,Serving Sara,10.16841,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-20,16930185.0,100.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Serving Sara,5.0,86.0,['Reginald Hudlin'],"['Matthew Perry', 'Elizabeth Hurley', 'Vincent Pastore']"
False,True,20000000,"Action,Adventure,Drama,Thriller",15070,tt0281322,en,Undisputed,13.35278,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Amen Ra Films', 'id': 421}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-23,12398628.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Undisputed,6.1,141.0,['Walter Hill'],"['Wesley Snipes', 'Ving Rhames', 'Peter Falk']"
False,False,15000000,"Adventure,Fantasy,Family",10323,tt0082186,en,Clash of the Titans,7.50381,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Peerford Ltd.', 'id': 8846}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-03-15,41092328.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Clash of the Titans,6.8,208.0,['Desmond Davis'],"['Laurence Olivier', 'Claire Bloom', 'Maggie Smith']"
False,True,26000000,"Action,Comedy,War",9595,tt0102059,en,Hot Shots!,11.026793,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-31,181096164.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Hot Shots!,6.4,588.0,['Jim Abrahams'],"['Charlie Sheen', 'Cary Elwes', 'Valeria Golino']"
False,False,8500000,"Adventure,Drama,Comedy,Family",79783,tt0109368,en,Camilla,0.50525,[],[],1994-11-25,250993.0,95.0,[],Camilla,4.9,6.0,['Deepa Mehta'],"['Jessica Tandy', 'Bridget Fonda', 'Elias Koteas']"
False,False,14000000,Comedy,9941,tt0090966,en,Down and Out in Beverly Hills,9.970485,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners II', 'id': 10531}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-01-31,62134225.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Down and Out in Beverly Hills,5.9,67.0,['Paul Mazursky'],"['Nick Nolte', 'Bette Midler', 'Richard Dreyfuss']"
False,False,1000000,"Drama,Action,Western,Music,Romance",39833,tt0049452,en,Love Me Tender,1.157582,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-11-15,9000000.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Love Me Tender,5.5,21.0,['Robert D. Webb'],"['Richard Egan', 'Debra Paget', 'Elvis Presley']"
False,False,17000000,"Drama,Horror",10725,tt0083336,en,Wolfen,2.5224740000000003,"[{'name': 'Orion Pictures Corporation', 'id': 14150}, {'name': 'King-Hitzig Productions', 'id': 19048}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-07-24,10626725.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Wolfen,6.0,57.0,['Michael Wadleigh'],"['Albert Finney', 'Diane Venora', 'Edward James Olmos']"
False,False,40000000,"Horror,Thriller",9544,tt0295254,en,FearDotCom,5.160215,"[{'name': 'Milagro Films', 'id': 1070}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'DoRo Fiction Film', 'id': 2193}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'ApolloMedia Distribution', 'id': 16850}, {'name': 'Carousel Picture Company, The', 'id': 19944}, {'name': 'Luxembourg Film Fund', 'id': 46195}, {'name': 'Filmyard Underwaterdeco', 'id': 48618}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-09,18902015.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",FearDotCom,3.2,106.0,['William Malone'],"['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']"
False,False,40000000,"Crime,Drama,Mystery",13536,tt0269095,en,City By The Sea,3.903016000000001,"[{'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Brad Grey Pictures', 'id': 10958}, {'name': 'Sea Breeze Productions Inc.', 'id': 76490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-09-06,22433915.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",City By The Sea,5.7,92.0,['Michael Caton-Jones'],"['Robert De Niro', 'James Franco', 'Frances McDormand']"
False,False,8500000,"Drama,Thriller",20616,tt0283026,en,Swimfan,8.421411,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Greenestreet Films', 'id': 2150}, {'name': 'Cobalt Media Group', 'id': 18619}, {'name': 'Furthur Films', 'id': 33433}, {'name': 'Forrest Films', 'id': 89630}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-09-06,34411240.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Swimfan,5.0,71.0,['John Polson'],"['Jesse Bradford', 'Erika Christensen', 'Shiri Appleby']"
False,True,12000000,"Comedy,Drama",10611,tt0303714,en,Barbershop,6.498789,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-04-01,75781642.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Barbershop,6.2,139.0,['Tim Story'],"['Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer']"
False,True,21000000,"Action,Crime,Thriller",4108,tt0293662,en,The Transporter,13.217421,"[{'name': 'TF1 Films Productions', 'id': 356}, {'name': 'Current Entertainment', 'id': 972}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2002-10-02,43928932.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}]",The Transporter,6.6,1724.0,"['Louis Leterrier', 'Corey Yuen Kwai']","['Jason Statham', 'Shu Qi', 'François Berléand']"
False,False,9000000,"Comedy,Drama",9685,tt0280760,en,Igby Goes Down,5.536107,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-09-13,4777465.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Igby Goes Down,6.5,95.0,['Burr Steers'],"['Kieran Culkin', 'Claire Danes', 'Jeff Goldblum']"
False,False,24000000,"Action,Adventure,Comedy,Family",14361,tt0103924,en,Captain Ron,5.429614,"[{'name': 'Touchwood Pacific Partners 1', 'id': 8830}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-09-18,22518097.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Captain Ron,5.6,90.0,['Thom Eberhardt'],"['Kurt Russell', 'Martin Short', 'Mary Kay Place']"
